Age,Credit_Score,Loan_Type,Gender,Marital_Status,Annual_Income_INR,Loan_Term_Months,Loan_Approved
20,403,business,female,married,1383053,118,0
45,725,business,female,divorced,444705,209,0
23,400,personal,female,single,225183,13,0
61,840,business,other,single,1181784,211,0
61,821,gold,female,married,2214674,23,0
38,405,business,female,divorced,2615858,113,0
45,576,gold,other,married,793371,89,0
57,364,personal,male,divorced,2101151,156,0
18,487,education,male,divorced,2638122,202,0
53,616,gold,male,divorced,2948461,70,0
38,437,personal,male,married,2766542,114,0
60,642,business,female,married,114040,51,0
52,404,personal,other,single,1024550,71,0
30,845,business,other,married,2629742,85,1
27,679,personal,male,divorced,446142,202,0
61,409,education,other,divorced,1384055,155,0
64,844,gold,female,divorced,2283222,198,0
27,653,education,male,married,790328,145,1
63,616,home,female,single,942013,152,0
30,565,business,female,married,2565827,155,0
54,364,gold,female,single,2113069,188,0
55,632,education,female,married,298554,111,0
41,812,gold,female,divorced,1783711,131,1
19,432,home,male,single,151377,195,0
39,891,vehicle,female,married,2832052,184,0
34,839,business,male,divorced,1048298,181,0
53,834,business,other,single,2680448,150,1
31,795,personal,female,single,2873710,18,1
27,668,business,female,divorced,1861739,236,0
52,398,business,other,divorced,2055799,33,0
42,616,education,male,married,1030993,128,0
20,422,business,female,married,2247709,72,0
64,619,business,other,divorced,2127519,10,0
55,892,home,other,married,2702020,105,1
34,794,home,female,divorced,384618,193,0
29,756,gold,male,divorced,839316,148,1
41,821,gold,male,married,1334834,86,1
46,819,business,female,married,789872,49,1
60,614,business,other,single,2011719,124,0
42,841,personal,female,single,602070,51,1
53,778,gold,male,married,1518447,162,1
43,319,education,other,married,101177,73,0
55,859,business,female,married,1673625,133,1
18,429,education,other,single,1417178,229,0
37,592,business,male,married,552914,54,0
45,431,education,male,single,2514071,176,0
33,655,vehicle,male,single,809226,107,1
64,353,education,female,single,1299758,201,0
34,686,gold,other,single,2174119,82,1
57,564,business,female,divorced,1242365,25,0
45,514,gold,female,married,2585344,116,0
29,759,education,female,married,2839689,151,1
44,757,home,female,divorced,2127526,197,0
59,342,home,other,married,1221291,182,0
64,885,home,other,single,1949857,120,0
47,577,business,female,divorced,956412,175,0
58,429,personal,female,single,1583782,234,0
51,649,vehicle,male,divorced,2519162,17,0
54,843,education,male,single,1620139,222,0
23,405,personal,other,married,2892504,227,0
24,300,home,male,married,1869033,84,0
49,883,education,other,married,700296,124,1
49,731,personal,other,divorced,365245,41,1
42,605,gold,other,married,913422,13,0
50,826,home,male,divorced,2692569,33,1
24,352,personal,male,single,1445331,121,0
29,819,business,other,married,1078999,91,1
33,629,gold,other,single,196265,193,0
33,857,home,female,married,356146,54,1
60,624,vehicle,other,single,1112075,171,0
53,413,home,other,divorced,2925131,85,0
30,446,business,female,married,2939804,191,0
24,465,vehicle,other,divorced,2788442,10,0
53,678,vehicle,other,divorced,1198463,51,1
64,438,vehicle,other,single,210083,103,0
26,598,education,female,married,936960,107,0
49,575,education,male,divorced,2021647,208,0
28,477,vehicle,other,single,2279776,7,0
25,653,gold,female,single,2004268,222,0
50,453,vehicle,other,single,1517213,30,0
40,500,personal,female,married,2218795,6,0
42,414,vehicle,other,married,1208828,228,0
25,853,education,female,single,2550876,202,0
62,367,education,male,married,241406,173,0
39,744,personal,male,single,2296008,73,1
21,744,personal,male,married,1673416,74,1
57,625,home,other,married,2758419,202,0
20,658,gold,female,single,1812759,21,0
46,444,gold,other,single,2705325,187,0
58,574,gold,other,married,625148,196,0
46,808,business,female,single,100290,23,0
51,478,education,other,single,928849,112,0
51,776,gold,female,single,2801320,22,1
45,713,home,female,single,499086,130,1
30,452,home,male,married,133397,232,0
32,403,gold,male,divorced,205311,87,0
40,374,personal,male,married,2999770,9,0
61,427,home,female,single,1383895,120,0
43,867,personal,male,single,739450,100,1
21,644,education,female,married,2163881,100,0
43,830,business,other,single,2004624,142,1
57,458,home,male,married,178508,36,0
26,837,personal,female,divorced,167296,138,0
22,725,gold,female,single,1357350,233,0
49,322,education,female,divorced,824294,21,0
37,346,vehicle,female,divorced,2031169,47,0
28,824,vehicle,male,single,1851634,174,1
32,443,gold,male,single,1355699,213,0
49,884,education,male,married,1863672,217,0
45,888,education,female,married,897039,35,1
39,718,education,other,single,392150,31,1
58,384,education,female,married,440698,182,0
34,715,vehicle,other,divorced,1879288,36,1
43,781,personal,male,divorced,1037998,55,1
61,755,education,female,single,2400591,148,0
24,596,personal,female,married,2724887,57,0
59,411,education,male,single,2178064,238,0
43,529,home,female,divorced,826480,171,0
42,395,business,other,single,2748596,43,0
27,677,home,other,single,791919,193,0
62,455,business,other,single,1825401,25,0
36,720,home,female,single,2542049,104,1
28,404,education,female,divorced,1654794,220,0
30,629,personal,other,single,1683054,49,0
25,738,business,female,single,2260546,116,1
57,431,vehicle,other,married,1613588,236,0
21,681,gold,male,single,2878290,94,1
64,437,business,other,married,2608927,68,0
48,569,business,male,single,382701,123,0
45,849,vehicle,male,married,2634149,183,0
28,695,education,male,single,2963185,155,1
60,856,home,other,married,2418677,77,1
18,763,home,other,single,2742015,59,0
64,749,personal,female,single,2451099,142,0
55,630,education,female,married,999648,148,0
41,552,vehicle,male,single,2201768,53,0
64,584,education,other,single,789123,153,0
48,573,education,female,single,583513,168,0
58,319,home,female,single,2855102,106,0
63,538,vehicle,female,divorced,786230,200,0
43,569,gold,other,single,2730974,65,0
22,717,business,female,divorced,2467217,103,1
37,609,home,male,divorced,1452762,167,0
58,330,vehicle,other,single,1724073,105,0
28,403,personal,female,married,1872376,104,0
50,485,business,female,married,340763,78,0
55,427,business,other,single,1464323,227,0
44,509,home,female,divorced,2241529,124,0
51,713,personal,female,married,1426503,187,0
32,580,home,male,single,1419235,133,0
49,552,education,other,single,2017858,223,0
38,318,vehicle,female,divorced,1507496,145,0
63,435,personal,other,married,445508,93,0
22,522,business,other,single,210532,110,0
23,302,home,male,married,321586,24,0
55,535,business,male,single,1693800,85,0
39,764,personal,other,single,2593466,31,1
35,527,business,male,single,2647640,156,0
31,798,home,male,divorced,2319195,126,1
27,820,home,female,divorced,2641707,38,1
63,438,gold,male,divorced,1101992,111,0
30,575,business,male,married,2470281,190,0
48,590,gold,female,divorced,239355,35,0
47,352,gold,female,divorced,2850540,156,0
20,409,business,other,married,219635,207,0
47,303,personal,male,married,1981331,131,0
23,346,education,female,married,956730,41,0
46,393,home,male,married,1510777,130,0
25,859,vehicle,other,divorced,1677918,228,0
61,512,gold,male,divorced,309884,129,0
62,735,personal,male,married,1744181,219,0
60,807,business,male,divorced,1427191,176,1
61,504,personal,female,single,2060030,235,0
50,680,personal,female,divorced,1648838,199,0
34,372,business,other,single,1858261,186,0
28,815,vehicle,male,married,1961535,220,0
30,375,business,other,married,1453970,123,0
28,376,vehicle,other,divorced,1268493,232,0
48,709,business,female,married,898461,128,1
45,405,gold,male,divorced,141583,193,0
61,850,vehicle,male,divorced,2037069,42,0
23,775,gold,other,divorced,2562396,66,1
58,574,vehicle,male,divorced,1643388,101,0
33,387,vehicle,female,single,562584,125,0
21,376,business,other,single,1216723,186,0
52,376,vehicle,other,married,2649704,17,0
43,741,gold,female,single,2552421,127,1
29,839,business,female,married,1225180,40,1
28,544,home,female,married,2253070,238,0
54,877,gold,female,divorced,484369,72,1
42,681,home,female,divorced,2972496,231,0
35,869,personal,female,divorced,1147048,43,1
36,441,business,other,divorced,693170,29,0
40,667,personal,male,divorced,2758262,235,0
55,383,business,male,divorced,147259,86,0
35,442,business,other,single,1667769,173,0
43,651,gold,male,married,605765,198,0
23,844,home,male,married,1945543,190,0
21,451,business,other,divorced,1035448,77,0
61,457,home,male,single,735765,84,0
46,745,business,male,divorced,300772,119,1
51,602,home,other,single,2685926,50,0
34,749,personal,male,single,374582,222,0
60,523,gold,female,married,2523640,205,0
60,342,business,other,married,319712,130,0
33,563,education,male,single,1075509,101,0
19,302,home,male,married,2267540,18,0
51,567,home,female,single,2520379,115,0
25,895,education,other,single,1797229,212,0
30,315,gold,other,single,1091072,11,0
59,633,home,male,married,1359459,102,0
25,763,gold,female,divorced,249865,76,0
47,358,home,female,married,1364102,230,0
49,476,vehicle,female,divorced,2268287,52,0
53,362,home,female,married,1817376,98,0
64,860,vehicle,female,married,1520064,235,0
47,606,business,female,divorced,1459898,106,0
18,545,gold,other,single,2398921,49,0
60,588,home,male,divorced,2671846,37,0
56,631,personal,male,single,479928,8,0
34,826,personal,female,single,1580161,187,0
37,554,education,other,married,769544,89,0
41,809,personal,other,married,2789923,211,0
39,762,vehicle,female,married,1388459,225,0
46,498,personal,male,married,1613566,171,0
39,570,personal,female,married,2578474,9,0
61,857,personal,other,divorced,1817092,212,0
26,363,home,female,divorced,2592779,150,0
54,529,education,male,divorced,377818,170,0
27,548,gold,male,divorced,1025812,93,0
53,545,education,other,married,1118645,235,0
54,886,vehicle,female,divorced,624864,111,1
45,456,home,female,divorced,2342865,110,0
45,863,business,other,single,1369475,41,1
59,387,home,female,married,1124199,63,0
60,612,personal,other,divorced,413051,174,0
38,365,personal,female,divorced,534355,13,0
41,319,vehicle,male,divorced,1757189,200,0
59,332,business,other,married,812675,163,0
57,857,home,female,divorced,193435,91,0
19,372,business,female,single,663195,185,0
25,642,gold,female,married,1359368,102,0
44,432,education,other,single,2622115,158,0
39,354,home,male,married,1096005,185,0
54,360,business,female,divorced,1593932,64,0
44,819,gold,other,married,679224,35,1
46,571,gold,female,married,2589910,106,0
20,545,education,male,married,108000,72,0
61,475,gold,male,single,1147882,137,0
30,616,vehicle,male,married,208407,98,0
62,430,gold,other,divorced,232157,190,0
27,401,business,female,married,1603855,68,0
53,609,vehicle,other,married,772982,37,0
26,591,gold,female,divorced,1274766,92,0
44,794,personal,other,divorced,636296,216,0
51,660,gold,female,single,2013506,212,0
18,637,vehicle,other,divorced,2449996,56,0
49,878,gold,female,divorced,2310044,68,1
42,309,gold,other,divorced,2860524,85,0
46,348,gold,male,married,413269,92,0
24,786,vehicle,other,single,1289497,237,0
20,620,gold,male,divorced,272444,115,0
37,868,education,male,divorced,1162343,106,1
37,432,business,female,divorced,2671015,134,0
47,882,education,male,married,1586162,24,1
52,382,vehicle,male,married,2766492,106,0
52,356,personal,female,single,2968582,168,0
56,675,education,other,single,1772291,196,0
44,648,business,other,married,2852031,99,0
43,570,home,male,divorced,1039069,86,0
31,782,business,other,divorced,1332812,108,1
34,410,education,male,single,462691,118,0
35,375,home,other,divorced,168125,159,0
62,457,vehicle,other,married,2698642,18,0
46,831,business,other,single,2179014,123,1
37,628,personal,male,married,865378,91,0
44,421,home,female,married,1630011,28,0
35,340,home,other,divorced,1171999,112,0
21,466,business,other,married,184693,230,0
18,322,education,other,married,2412929,224,0
18,578,home,male,divorced,1674570,168,0
43,768,vehicle,female,married,938185,17,1
62,699,business,male,divorced,1504475,142,0
37,308,vehicle,other,married,1976342,231,0
40,312,business,male,divorced,726889,83,0
27,351,vehicle,other,divorced,2948475,234,0
28,508,education,other,single,937059,72,0
58,849,business,male,married,436725,113,1
58,701,personal,other,married,1608719,49,1
22,490,education,other,single,2240499,194,0
18,350,vehicle,female,divorced,1714085,154,0
34,692,business,male,divorced,1844712,12,1
39,599,education,male,single,460347,133,0
51,495,vehicle,other,single,2737388,102,0
62,716,gold,other,divorced,2222270,232,0
58,719,gold,male,divorced,2975942,16,1
46,821,home,male,single,1097197,178,1
21,655,personal,male,married,2323829,165,1
22,447,gold,other,divorced,1165597,219,0
28,664,vehicle,female,single,1615684,111,1
38,663,education,female,married,1118613,88,1
52,701,business,other,married,148215,41,0
29,791,education,other,married,363367,123,1
43,528,home,other,married,190162,170,0
36,874,education,male,single,2181256,208,0
62,836,gold,other,divorced,907958,46,0
24,567,education,male,married,1133438,210,0
64,704,gold,female,married,1187405,97,0
24,310,gold,other,single,1200438,54,0
43,619,personal,other,married,2848488,148,0
57,425,home,male,single,513552,146,0
22,605,vehicle,male,single,130796,58,0
38,810,gold,male,divorced,1689682,112,1
31,388,business,female,married,910920,38,0
21,654,home,female,divorced,1841888,205,0
40,651,vehicle,other,single,2018912,124,1
59,313,business,other,married,554673,37,0
37,556,education,male,single,196931,234,0
32,508,home,female,single,2882773,123,0
62,580,business,other,single,2126046,181,0
46,742,home,male,married,1224096,201,0
25,688,home,male,single,658549,190,0
58,782,education,female,single,2838807,67,1
36,446,education,female,married,377851,87,0
56,578,home,other,divorced,2477305,220,0
63,820,business,other,single,642519,226,0
45,733,personal,male,divorced,2489121,135,1
63,443,gold,male,divorced,509141,82,0
44,588,education,male,divorced,625604,21,0
21,685,personal,other,divorced,2805310,128,1
32,313,education,female,divorced,1245184,13,0
52,556,home,other,divorced,2592394,152,0
54,645,personal,female,married,377433,165,0
18,644,business,other,married,1721750,72,0
20,699,business,other,divorced,1213596,120,0
64,506,vehicle,female,married,2153785,118,0
41,471,gold,other,married,468205,37,0
44,763,gold,other,divorced,185643,110,0
57,569,education,male,divorced,1510547,218,0
53,520,gold,female,single,2587385,30,0
51,451,vehicle,female,married,1652816,58,0
46,482,business,male,divorced,689488,86,0
41,698,personal,female,married,2440102,30,1
41,371,personal,male,married,1292443,38,0
59,717,business,female,married,2803976,36,1
21,582,home,female,single,2414659,41,0
20,373,business,female,divorced,2415335,92,0
51,654,personal,female,married,1865449,128,1
40,796,education,male,divorced,643293,222,0
40,627,vehicle,male,married,210737,182,0
62,834,business,female,divorced,2977156,49,0
22,879,home,other,divorced,1889032,53,1
48,746,education,male,divorced,322316,163,1
58,672,business,female,married,1844188,18,1
23,661,education,male,single,578706,176,1
54,392,business,other,divorced,2837194,226,0
27,620,education,other,single,2424395,149,0
57,623,gold,other,divorced,231777,235,0
24,683,education,female,single,413654,96,1
56,874,gold,female,divorced,932725,159,1
55,645,personal,other,single,2053230,208,0
38,402,gold,male,divorced,1119620,180,0
37,514,education,male,divorced,2610520,170,0
20,491,vehicle,other,single,1770255,136,0
39,493,vehicle,female,divorced,1072634,159,0
64,679,personal,male,married,1085359,231,0
21,702,education,male,divorced,160216,230,0
45,899,gold,male,divorced,697987,148,1
29,310,vehicle,female,married,1410929,71,0
55,486,business,other,married,2595202,33,0
53,314,home,female,married,2621880,130,0
64,596,education,male,single,1735349,217,0
58,710,business,other,married,2118039,171,1
22,884,business,female,single,1619774,177,1
30,351,education,other,married,431642,186,0
40,327,home,male,single,506244,85,0
47,876,vehicle,female,married,1462262,137,1
54,316,home,other,married,504933,77,0
42,650,personal,female,divorced,1120602,49,0
44,727,gold,male,married,2192174,124,1
31,528,gold,other,divorced,869893,51,0
64,509,business,male,married,921644,89,0
53,730,vehicle,other,married,2500396,31,1
56,593,home,male,divorced,1933920,101,0
33,881,business,male,divorced,2848655,18,1
39,403,education,female,single,2123715,130,0
38,503,business,male,divorced,676304,74,0
38,352,education,female,single,1398513,177,0
25,674,education,male,married,1577167,239,0
33,353,personal,male,divorced,1299968,186,0
48,575,personal,male,divorced,1167877,56,0
59,634,education,other,married,354531,18,0
27,330,vehicle,female,married,2789549,174,0
49,434,personal,other,married,2102131,144,0
51,357,personal,female,married,798119,170,0
26,404,gold,male,divorced,609365,65,0
34,565,business,other,married,1111684,37,0
28,821,gold,female,married,2296169,178,1
49,795,vehicle,male,divorced,2195187,239,0
27,552,personal,female,single,352980,23,0
39,594,personal,female,divorced,2657794,98,0
34,457,home,male,single,2872463,212,0
21,848,vehicle,other,married,2136991,153,1
64,366,business,male,divorced,1310953,49,0
42,598,business,other,married,1223982,169,0
38,762,business,female,divorced,884512,202,0
54,400,vehicle,female,single,2748282,237,0
55,355,home,female,divorced,1028220,42,0
18,631,home,other,married,2114665,166,0
42,692,gold,male,divorced,1932981,215,0
53,680,vehicle,other,married,469199,132,1
34,391,vehicle,female,divorced,2681108,24,0
58,746,home,female,single,146408,184,0
41,408,education,male,divorced,2829847,37,0
19,616,education,other,divorced,1185106,111,0
57,467,gold,female,divorced,2307199,27,0
32,734,education,other,divorced,1109424,238,0
49,741,education,other,single,946162,127,1
56,517,education,male,married,699911,134,0
23,521,personal,male,divorced,701946,59,0
18,827,gold,female,divorced,950340,222,0
64,577,home,male,divorced,1492097,153,0
40,868,education,other,single,1486298,63,1
56,873,business,male,married,2223657,168,1
34,765,personal,other,married,2285982,75,1
51,883,education,female,divorced,1232628,203,0
58,329,personal,other,divorced,2882753,194,0
46,658,gold,male,married,1296360,68,1
26,587,business,male,divorced,129105,234,0
30,385,business,female,divorced,2227534,194,0
23,533,business,male,divorced,2547188,190,0
23,612,education,female,single,613875,8,0
37,664,personal,female,single,119589,234,0
20,568,business,male,married,794961,228,0
34,430,vehicle,other,single,482973,104,0
29,650,vehicle,female,single,533891,50,0
64,479,personal,other,married,265438,148,0
62,779,education,male,single,2594219,22,0
18,462,education,other,married,2437537,148,0
34,395,gold,other,divorced,1844527,10,0
20,809,gold,other,married,1087647,219,0
43,664,business,other,married,2976800,179,1
32,652,home,male,married,2239123,16,1
53,735,gold,male,divorced,2677856,197,0
49,382,education,other,divorced,891091,97,0
49,524,home,male,divorced,1371089,147,0
21,711,gold,male,married,1908851,44,1
35,417,personal,female,married,294886,200,0
36,781,vehicle,male,married,1384664,188,0
60,491,gold,other,married,675463,47,0
52,890,gold,male,married,1662656,208,0
57,889,personal,male,married,1841211,99,1
31,406,education,male,married,638225,235,0
50,681,business,male,single,2471639,10,1
31,689,personal,female,divorced,1195379,57,1
51,543,business,other,single,2130943,155,0
21,884,gold,other,divorced,1606632,210,0
41,767,education,male,married,2274221,49,1
46,837,home,male,single,1591139,120,1
36,509,gold,female,married,2621724,218,0
23,372,personal,male,single,257438,192,0
50,608,home,female,single,965936,234,0
57,889,vehicle,other,married,2871685,158,1
36,485,home,other,single,1290024,132,0
18,552,personal,female,single,1108154,121,0
22,312,home,other,divorced,2525550,154,0
44,598,personal,male,married,1516100,225,0
33,375,gold,male,married,2525137,197,0
23,350,education,female,single,580566,238,0
57,448,vehicle,other,married,665972,73,0
30,421,education,other,divorced,654999,226,0
52,510,education,female,divorced,1325618,52,0
36,579,education,female,married,528580,132,0
29,837,personal,other,married,2900121,40,1
33,455,personal,female,divorced,1535940,220,0
60,537,vehicle,male,married,1704255,12,0
27,675,personal,other,single,640076,189,0
42,381,business,female,married,675343,121,0
37,791,personal,female,single,1787051,57,1
48,655,personal,female,divorced,568648,115,1
21,572,personal,other,married,2152175,51,0
61,879,gold,male,divorced,2089645,142,0
40,343,vehicle,male,married,972894,191,0
19,872,business,other,single,1866141,28,0
39,422,personal,female,married,1161952,136,0
54,648,vehicle,other,divorced,1301523,132,0
25,629,home,other,single,934038,194,0
24,708,gold,female,married,964825,14,1
31,622,personal,other,divorced,1926911,58,0
20,410,business,male,divorced,1473716,201,0
33,388,gold,other,married,887715,182,0
36,732,business,female,divorced,180456,222,0
35,398,gold,other,single,165783,203,0
33,838,home,male,married,2031390,53,1
25,445,vehicle,other,single,2129613,128,0
50,556,gold,other,divorced,379509,87,0
29,488,education,other,divorced,1522975,114,0
28,539,home,other,divorced,1003261,12,0
22,802,education,female,single,788863,104,1
44,570,home,male,divorced,438531,36,0
29,819,education,male,married,179942,107,0
34,849,education,male,married,1818864,61,1
23,413,business,other,divorced,1837317,229,0
50,638,gold,male,married,2452537,104,0
22,867,gold,female,single,1629946,194,0
45,658,home,other,single,1388719,225,0
31,633,vehicle,other,divorced,1813261,10,0
22,468,business,male,married,1046950,35,0
50,638,gold,other,married,198975,27,0
58,560,gold,other,divorced,1084670,150,0
36,498,business,male,single,1401775,143,0
39,510,personal,female,divorced,947094,204,0
22,586,business,female,married,1146527,201,0
19,771,gold,male,married,180249,175,0
47,781,vehicle,female,divorced,2777965,32,1
64,322,personal,female,single,2076664,132,0
56,859,education,female,single,2181565,140,1
21,408,business,other,divorced,1920407,28,0
50,595,education,other,married,213094,80,0
30,305,personal,other,single,1110650,122,0
37,849,personal,female,divorced,2461386,141,1
24,502,personal,other,married,1957462,13,0
32,624,home,female,single,1727948,106,0
40,543,business,male,single,570459,10,0
31,626,vehicle,female,divorced,2975625,204,0
40,346,vehicle,other,married,813926,91,0
36,890,education,female,single,553104,233,0
46,312,education,other,divorced,1769967,135,0
37,679,education,other,single,2362047,221,0
46,664,business,male,married,1049511,184,0
41,641,gold,male,single,990992,199,0
35,520,education,other,married,2209898,17,0
27,372,personal,female,single,2986931,52,0
58,345,education,male,single,736260,239,0
25,803,personal,male,divorced,1720959,188,0
43,573,home,other,single,2298635,31,0
46,854,gold,female,married,2623036,107,1
27,507,gold,male,divorced,341411,125,0
34,423,business,male,married,1793766,178,0
19,309,business,female,married,326218,195,0
23,628,vehicle,male,divorced,1428467,75,0
22,486,home,female,married,1050414,220,0
45,842,business,other,single,2873727,7,1
58,359,personal,male,divorced,1703239,31,0
22,741,home,other,single,1027580,19,1
35,516,gold,female,single,1003044,87,0
43,301,personal,other,married,1521261,107,0
37,835,home,other,married,266321,190,0
58,655,gold,other,single,306690,37,1
44,464,business,female,divorced,2187745,67,0
29,390,personal,female,single,2762104,120,0
24,466,personal,female,single,2151125,211,0
20,506,gold,female,married,2648653,35,0
27,581,personal,female,married,2125039,146,0
51,364,business,male,single,565802,173,0
42,815,business,male,single,2760219,36,1
52,456,business,male,married,2518608,42,0
33,605,gold,other,single,279170,178,0
19,694,education,other,married,635702,107,0
41,373,education,female,single,1557668,133,0
27,486,personal,female,divorced,2976863,91,0
55,873,business,male,divorced,2992782,64,1
39,636,personal,female,single,2820964,33,0
43,867,gold,other,married,268501,127,0
60,539,personal,female,single,2931213,66,0
56,832,vehicle,male,single,1364439,152,1
44,440,education,female,married,485537,176,0
46,564,personal,other,single,860669,192,0
64,438,personal,male,married,2455621,21,0
55,758,home,female,single,2842199,74,1
37,369,personal,other,married,2791588,49,0
44,684,vehicle,male,single,1070413,118,1
58,497,education,male,divorced,732457,199,0
37,504,home,other,married,131528,143,0
61,867,gold,female,divorced,603411,180,0
36,730,gold,female,married,498169,24,1
37,624,education,female,married,750016,89,0
52,741,gold,male,married,2807674,98,1
64,587,vehicle,male,married,2382039,222,0
19,525,personal,female,single,1469841,214,0
47,363,education,male,single,1390497,184,0
51,859,home,male,married,1432736,146,1
39,797,personal,other,single,506464,196,0
20,359,gold,female,married,1793048,149,0
23,696,gold,female,married,2607644,186,0
32,556,home,female,divorced,720832,168,0
44,876,vehicle,male,married,1098179,105,1
27,538,home,male,married,1852212,192,0
26,337,education,male,single,1993459,44,0
50,324,home,female,married,2742969,72,0
49,709,gold,male,married,2364238,78,1
23,760,vehicle,female,divorced,2841982,237,0
58,870,vehicle,male,single,2817093,194,0
53,716,business,female,single,2112813,55,1
19,656,home,other,divorced,1744845,58,0
46,682,education,male,married,695241,51,1
21,457,gold,female,divorced,2046678,57,0
18,868,personal,other,single,2578135,129,0
36,732,vehicle,other,divorced,1728533,162,1
43,347,home,male,single,2102507,10,0
42,627,business,female,divorced,555486,200,0
27,732,education,male,married,1468983,79,1
32,730,education,other,married,1570595,100,1
39,355,gold,male,single,2881676,80,0
38,876,vehicle,female,divorced,2235593,214,0
39,567,gold,other,single,1211903,173,0
53,368,business,male,married,462605,238,0
51,748,personal,male,single,2967781,205,0
47,556,personal,male,married,2296251,121,0
42,789,personal,male,single,2510331,135,1
62,348,education,male,divorced,2569159,73,0
45,615,vehicle,other,married,2472786,195,0
18,712,gold,other,single,2727484,85,0
62,733,gold,female,married,913941,238,0
21,301,business,male,divorced,652132,191,0
24,444,personal,female,married,1563396,110,0
26,665,vehicle,other,divorced,2329430,218,0
53,719,vehicle,male,married,2049595,74,1
36,872,business,female,divorced,2537928,191,0
18,860,home,male,married,1758789,168,0
27,743,vehicle,male,divorced,184533,147,0
53,733,vehicle,female,single,462163,148,1
26,854,gold,other,single,2440967,139,1
62,356,business,female,married,187165,21,0
63,861,vehicle,female,divorced,1182913,92,0
59,477,vehicle,female,single,2964048,129,0
49,592,gold,male,married,1060297,228,0
49,345,vehicle,other,single,2408365,239,0
23,469,gold,other,divorced,568085,179,0
55,570,home,male,married,148993,196,0
34,716,education,other,divorced,703747,145,1
27,438,gold,female,divorced,2708108,46,0
44,546,gold,other,divorced,1052303,124,0
52,447,vehicle,male,single,1592452,24,0
38,529,gold,other,married,2566902,81,0
42,673,business,male,divorced,1526320,114,1
45,379,personal,female,single,2710299,124,0
64,364,personal,male,divorced,891754,210,0
32,387,home,other,single,854719,118,0
21,387,gold,female,married,270947,7,0
46,503,business,other,married,1711302,25,0
26,681,vehicle,male,married,276221,124,0
44,775,vehicle,female,married,1418295,100,1
43,872,education,male,divorced,1242841,142,1
36,838,home,other,single,1315428,26,1
45,513,business,male,married,906244,13,0
34,373,business,other,divorced,668810,172,0
60,360,vehicle,other,married,1612466,170,0
58,842,education,female,married,2449172,34,1
59,518,vehicle,female,married,2415399,216,0
37,311,education,male,single,1197542,40,0
62,714,personal,other,single,595911,43,0
57,331,business,other,single,1391364,95,0
56,459,personal,female,married,1860635,208,0
40,536,vehicle,female,divorced,2368314,233,0
64,480,home,female,divorced,2485495,168,0
49,857,gold,female,divorced,1633569,73,1
64,640,home,male,married,2139567,136,0
50,757,home,male,single,2866349,114,1
63,379,gold,male,divorced,2372383,116,0
22,772,business,male,married,636976,17,1
60,411,personal,female,married,1052261,37,0
51,591,personal,male,divorced,356738,180,0
57,682,business,male,divorced,2687173,68,1
28,316,gold,male,married,2781979,159,0
20,792,education,female,divorced,872455,48,0
50,630,home,other,married,755423,112,0
28,785,vehicle,female,divorced,2012696,210,0
33,705,personal,other,single,1061285,177,1
35,416,business,other,married,1381979,43,0
47,854,vehicle,male,single,1294607,34,1
27,414,gold,male,divorced,2950917,60,0
35,848,vehicle,male,married,586676,57,1
55,846,vehicle,female,divorced,537474,120,1
36,635,home,female,married,1405622,24,0
53,635,gold,male,divorced,2355691,40,0
30,446,vehicle,female,single,1557848,53,0
63,421,personal,female,single,2522554,238,0
20,380,gold,other,divorced,203813,224,0
27,674,personal,female,single,1962470,115,1
55,869,business,other,single,156682,193,0
18,362,business,male,divorced,2724168,36,0
44,803,education,female,married,1811567,8,1
63,748,business,other,divorced,1959982,168,0
25,727,vehicle,female,married,1525812,93,1
63,726,gold,other,single,1511897,57,0
59,720,business,other,single,2048803,76,1
34,621,personal,female,single,2626404,56,0
26,465,vehicle,male,single,1233190,61,0
23,896,business,other,single,765634,104,1
60,760,home,male,married,2774907,26,1
42,758,personal,female,married,1003041,134,1
56,488,personal,female,married,2135575,113,0
45,763,education,male,divorced,2583716,58,1
50,678,home,female,single,441574,11,1
54,301,education,other,single,2224117,236,0
26,663,business,male,single,596368,231,0
35,371,home,female,divorced,785918,87,0
38,726,personal,female,divorced,684095,195,0
19,469,education,male,divorced,938952,222,0
60,504,vehicle,other,single,1585737,84,0
55,636,home,male,married,1802894,52,0
57,771,personal,female,divorced,1755531,101,1
53,494,gold,female,divorced,1035209,111,0
60,574,home,male,married,2385303,183,0
54,306,home,other,divorced,1590502,87,0
32,865,business,other,married,2766550,36,1
45,872,vehicle,other,single,2066040,197,0
35,898,business,male,married,362677,162,1
51,477,home,other,married,1701640,148,0
39,541,home,other,single,1065806,63,0
28,502,vehicle,other,divorced,1212943,28,0
30,842,vehicle,other,single,2791982,171,1
21,761,education,female,divorced,2289686,46,1
39,379,personal,male,divorced,2562145,208,0
24,822,personal,male,married,2632796,20,1
60,716,education,other,single,877275,92,1
41,683,personal,male,married,1768487,8,1
21,690,home,male,single,727499,216,0
45,425,education,female,single,1893834,6,0
32,793,education,male,married,1939493,221,0
18,346,personal,female,divorced,2371898,80,0
20,775,gold,male,divorced,1387852,227,0
31,763,personal,female,single,2180278,144,1
55,422,business,female,divorced,197519,193,0
18,773,gold,male,married,2679943,236,0
55,433,education,female,married,1851180,198,0
55,861,gold,female,married,1412195,81,1
38,322,home,male,single,1724937,9,0
